,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Toosie Slide",Drake,639315,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
2,"Blinding Lights","The Weeknd",528620,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Roses - Imanbek Remix","SAINt JHN",397196,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"LA DANZA",Branco,389293,https://open.spotify.com/track/5M9phYS7KgM3ZXKTSlgLv0
5,Fugtig,"Ude Af Kontrol",385560,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs
6,Klovne,RH,332351,https://open.spotify.com/track/6TDGzRZH53BojuIb2XPaYf
7,"Så'n der",Tessa,311731,https://open.spotify.com/track/7fuPKXieOyX6mkFHkfcIJd
8,"Don't Start Now","Dua Lipa",311521,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
9,"death bed (coffee for your head)",Powfu,306766,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
10,"Blueberry Faygo","Lil Mosey",304245,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
11,"In Your Eyes","The Weeknd",293753,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
12,"Intentions (feat. Quavo)","Justin Bieber",284796,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
13,"The Box","Roddy Ricch",271810,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
14,"Say So","Doja Cat",264016,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
15,Supalonely,BENEE,261689,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
16,Gonzo,Suspekt,251174,https://open.spotify.com/track/0RcrxkcFT5FJpDgaXmzIEF
17,"Dance Monkey","Tones And I",249836,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
18,"PUB G (feat. Branco & Larry 44)",LOLO,240135,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
19,"Vil Du Med…",Suspekt,223452,https://open.spotify.com/track/1krkFcdC579tuWC334yn1z
20,"Sunday Best",Surfaces,216272,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
21,"Someone You Loved","Lewis Capaldi",216259,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
22,"BELIEVE IT",PARTYNEXTDOOR,208627,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
23,"Before You Go","Lewis Capaldi",202423,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
24,Ghost,Christopher,200683,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV
25,Falling,"Trevor Daniel",199138,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
26,Ben,Tessa,197887,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT
27,Salt,"Ava Max",195725,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
28,"Break My Heart","Dua Lipa",194243,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
29,Burnout,Calby,193627,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
30,Gutterne,Specktors,191226,https://open.spotify.com/track/4xTlom5tmNmAvQ1FCgtfyM
31,"Adore You","Harry Styles",187546,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
32,"Pas Oublié (feat. Gilli)","Isaac Kasule",183576,https://open.spotify.com/track/6kyJjIpIjaoBaNx0VjxcwL
33,"Some Say",Nea,179575,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
34,"Smid Tøjet",Jimilian,179403,https://open.spotify.com/track/0r4dJLEJYPVQhJDr5K0C0d
35,"Kærlighed (feat. Gilli & Kesi)",ATYPISK,178245,https://open.spotify.com/track/2xeiAqqHWYXQMWk6s2aQdw
36,"Sex On The Beach","Ude Af Kontrol",175033,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR
37,Scars,"Lukas Graham",174410,https://open.spotify.com/track/0HCjXEQF533z8Z9LuX28cL
38,"Winter Season (feat. Gilli)",Amina,173861,https://open.spotify.com/track/4XVZxIg3UjUTZxPlC5lmnj
39,Circles,"Post Malone",170463,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
40,"London Town",Branco,170183,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
41,"Glemmer Alting",Faustix,166086,https://open.spotify.com/track/52OdlOXMRYH9hNa1xpRVj1
42,NAPOLI,Branco,165348,https://open.spotify.com/track/1HGSCFnYif6HrsLqZHE2Kn
43,Amsterdam,Fouli,163336,https://open.spotify.com/track/6LDCpaEEwymjW8Fj3l896N
44,Skechers,DripReport,161808,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
45,"Like It Is",Kygo,160170,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
46,"Godzilla (feat. Juice WRLD)",Eminem,159337,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
47,"Slip Away",Phlake,158429,https://open.spotify.com/track/0yYp0TyV9km8QxzeVc75uy
48,Savage,"Megan Thee Stallion",155164,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
49,"everything i wanted","Billie Eilish",152179,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
50,ROXANNE,"Arizona Zervas",151654,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
51,Nudes,Jada,145090,https://open.spotify.com/track/1un8VQdm76q7UsLtIGvR2B
52,"BACK TO BUSINESS",Branco,138748,https://open.spotify.com/track/39Bu3mloRh81RhFjGzhwIm
53,"Vai Amor",Gilli,136381,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
54,"Life Is Good (feat. Drake)",Future,135273,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
55,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,128382,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
56,"WHATS POPPIN","Jack Harlow",128095,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
57,"Know Your Worth",Khalid,124281,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
58,"After Hours","The Weeknd",123160,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
59,"Nobody's Lover (feat. Lord Siva)",Clara,121391,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g
60,Memories,"Maroon 5",120438,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
61,"bad guy","Billie Eilish",119972,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
62,"VERDEN VENDER",Branco,119452,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4
63,Physical,"Dua Lipa",119141,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
64,"FIND MY WAY",DaBaby,118616,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO
65,"Ride It",Regard,116814,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
66,"Kings & Queens","Ava Max",115471,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
67,"CITY OF ANGELS",24kGoldn,115112,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
68,"Boss Bitch","Doja Cat",113407,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
69,"Beautiful People (feat. Khalid)","Ed Sheeran",112256,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
70,"Være Der For Dig","Shooter Gang",111418,https://open.spotify.com/track/1n4u9KPmtYY27lsXzb98OL
71,"If the World Was Ending - feat. Julia Michaels","JP Saxe",110589,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
72,"Lærte Hende Alt (feat. Lærke Emilie)",ATYPISK,109016,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM
73,"Super Mario",NODE,108907,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P
74,"Nådig (feat. NODE)","Larry 44",108880,https://open.spotify.com/track/31qCRqNGYDbnAs143bWUBa
75,Comfort,Carmon,108761,https://open.spotify.com/track/3C9AbfvUQbEBBNgyWlSjYO
76,DANCE,CLMD,107988,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J
77,"You should be sad",Halsey,107645,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
78,Bruises,"Lewis Capaldi",106285,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
79,"La Trompeta (feat. MellemFingaMuzik)",Camur,105007,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq
80,Paris,"Lord Siva",104786,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
81,"Lose Control",MEDUZA,104285,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
82,"Unz Unz",Specktors,103915,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX
83,"I'll Wait",Kygo,103407,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
84,Señorita,"Shawn Mendes",101796,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
85,"Some Say - Felix Jaehn Remix",Nea,100302,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
86,"Op A","Ude Af Kontrol",98829,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
87,"I Don't Care (with Justin Bieber)","Ed Sheeran",98557,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
88,Lie,"Lukas Graham",98132,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD
89,"føler mig selv 100","andreas odbjerg",96663,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
90,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",96300,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
91,Sjakalina,Tessa,93956,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8
92,"Som Fluer","The Minds Of 99",93198,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti
93,"Post Malone (feat. RANI)","Sam Feldt",92087,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
94,"Se Os",Citybois,91785,https://open.spotify.com/track/4qgyniHGf79c1UUiIOY368
95,Shallow,"Lady Gaga",91567,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
96,"En Sang (feat. Gucci Mane)","Emil Stabil",91476,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf
97,"Ingenting At Sige (feat. NODE)",Gilli,90779,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg
98,"Room For Love","Lord Siva",90321,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA
99,Corona,ADHD,89429,https://open.spotify.com/track/0frObKN0bCAAFmFMnIdOU1
100,"10,000 Hours (with Justin Bieber)","Dan + Shay",88005,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
101,"Higher Love",Kygo,87485,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
102,"Love Someone","Lukas Graham",86257,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
103,"Po Po",ZK,86171,https://open.spotify.com/track/3g1yNMutQGZUmcaVArVaf2
104,"No Time To Die","Billie Eilish",85695,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
105,"lovely (with Khalid)","Billie Eilish",85373,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
106,"Culo (feat. Branco)",Gilli,85089,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ
107,"Thank You [Not So Bad]",VIZE,84846,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
108,"Be Alright","Dean Lewis",84628,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
109,"Big City, Bright Lights","The Minds Of 99",83854,https://open.spotify.com/track/4OX02iKVaZDO2QdOA7HHr4
110,"Finde Tilbage",Citybois,83286,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg
111,Balou,"Benny Jamz",82608,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0
112,"Forever (feat. Post Malone & Clever)","Justin Bieber",82188,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
113,"Kender Ham Godt","Young Juu",81678,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ
114,"What If I Told You That I Love You","Ali Gatie",81049,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
115,"Sinaloa Stil","Shooter Gang",80918,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp
116,"All My Love",Rocazino,80726,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
117,"Plastic (feat. Benjamin Hav)",Pind,80711,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe
118,Nino,"Michael Williams",80498,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD
119,"BDK (feat. Gilli)",KESI,80480,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT
120,"Efter Mig",Jimilian,80006,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az
121,"All Around The World (La La La)",R3HAB,79706,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
122,Yummy,"Justin Bieber",79587,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
123,"Nik & Jay (feat. Benjamin Hav)",TopGunn,79320,https://open.spotify.com/track/151GbWJcajt35sN4T309vF
124,"when the party's over","Billie Eilish",78954,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
125,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",78305,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
126,"Blitz, Baby",Jung,77813,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
127,"Piece Of Your Heart",MEDUZA,77791,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
128,Heartless,"The Weeknd",77745,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
129,"Sweet but Psycho","Ava Max",77266,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
130,"Save Your Tears","The Weeknd",76796,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
131,"HIGHEST IN THE ROOM","Travis Scott",76680,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
132,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,76572,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE
133,"Ballin' (with Roddy Ricch)",Mustard,76499,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
134,Dior,"Pop Smoke",76356,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
135,"Alle Skuffer Over Tid - Single Edit","The Minds Of 99",75701,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8
136,"What A Man Gotta Do","Jonas Brothers",75676,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
137,næ,"Ude Af Kontrol",75229,https://open.spotify.com/track/23jbwmkkrvGJhz1J6vAXii
138,Thorns,Faustix,74428,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN
139,Waow,Danni,74378,https://open.spotify.com/track/41nb2Rr91UZWP74oGlz6ut
140,Okay,Tessa,73079,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv
141,"Breaking Me",Topic,73071,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
142,"Lucid Dreams","Juice WRLD",72803,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
143,"Monte Carlo",Jimilian,72319,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV
144,July,"Noah Cyrus",72239,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
145,"Turks (feat. Travis Scott)",NAV,72199,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
146,"Sig Mig",Citybois,71570,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB
147,"High Fashion (feat. Mustard)","Roddy Ricch",71289,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
148,"hot girl bummer",blackbear,70596,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
149,"Gary Payton","Noah Carter",70466,https://open.spotify.com/track/1QMBWWaP7HE446wPIvJnSw
150,Conmiga,Camur,70102,https://open.spotify.com/track/5EuK31DNjMa7SJ1jHCWYrB
151,Pizza,ADHD,70094,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ
152,"My Oh My (feat. DaBaby)","Camila Cabello",69008,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
153,"Dear April (Side A - Acoustic)","Frank Ocean",68756,https://open.spotify.com/track/62ljuuXo0zrcrtJnnOhfxT
154,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",68744,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
155,"Limbo (feat. Gilli)",NODE,68555,https://open.spotify.com/track/1zGwWmxXJHFes4dfkbnBUC
156,Falling,"Harry Styles",68552,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
157,"Eastside (with Halsey & Khalid)","benny blanco",68389,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
158,Selfish,"Madison Beer",68287,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
159,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",68264,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
160,"MON CHERI (feat. Amina)",Branco,67420,https://open.spotify.com/track/6k5MGDSLnIWG2YfpiYHWd9
161,"Don't Call Me Up",Mabel,67366,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
162,"Hun Kommer Tilbage",Jung,67268,https://open.spotify.com/track/5DbD9hQ5M3pauLtbnpytgS
163,VEAF,AMAL,67231,https://open.spotify.com/track/69djMw3NFUKQLcT5uKP2Qc
164,"To Die For","Sam Smith",67214,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
165,"Still Alive",Maximillian,66923,https://open.spotify.com/track/6Ldq5GpaIafEi67Cuh2h3X
166,"Dancing On My Own","Calum Scott",66871,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
167,24/7,"Scarlet Pleasure",66483,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG
168,"Under Stjernerne På Himlen","Rasmus Seebach",66408,https://open.spotify.com/track/2RKQ6S9N9s0BHmW1zvjaoS
169,"Langt Ude","Ude Af Kontrol",65507,https://open.spotify.com/track/45j9h6oqPrQaN4Y4uQhGNu
170,Brandvarm,"Josef Og Elias",65263,https://open.spotify.com/track/5B6QJikgE2fsGpR1BBkapc
171,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",65156,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
172,"Ka Du Ik",Omar,65042,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
173,Flytilstand,"Benny Jamz",65017,https://open.spotify.com/track/6q90mFphEXrrBfIXAbDLY3
174,"Typisk Mig",Jimilian,64935,https://open.spotify.com/track/3dohd3QOpfp03fRuxiQil9
175,Lovesong,"Rasmus Seebach",64424,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0
176,"Lov Mig 1 Ting",Artigeardit,64224,https://open.spotify.com/track/12oT4bb3fRMGbbgs2eGzVB
177,"How Do You Sleep?","Sam Smith",64204,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
178,"Lose You To Love Me","Selena Gomez",64154,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
179,"Say You Won't Let Go","James Arthur",64126,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
180,"All In",Branco,63998,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX
181,"Sidechick (Carmon X Jamaika)",Carmon,63755,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq
182,"Sweet Dreams (Are Made of This)",Winati,63493,https://open.spotify.com/track/1o9D0rUusi2V5idyOEOPII
183,"Ayy Macarena",Tyga,62935,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
184,"Jeg Skal Nok Vente",Jung,61341,https://open.spotify.com/track/2M996tCDK8dmip9HNKk6Gs
185,"Weekend Hver Dag","Josef Og Elias",60973,https://open.spotify.com/track/7FreZPHSPVyZKBDYtFXTJf
186,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",60651,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
187,JUNGLE,MellemFingaMuzik,60528,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
188,"3 Nights","Dominic Fike",60348,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
189,Suicidal,"YNW Melly",60262,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
190,"Rum Bum Bum - Hedegaard Remix",NAVID,60255,https://open.spotify.com/track/6vZ9Fgoy6lDqCbYNI67Ewt
191,"Goodbyes (Feat. Young Thug)","Post Malone",60133,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
192,Click,"Shooter Gang",59958,https://open.spotify.com/track/7EBg76Wh4FI35AcT6tUo84
193,"Vågner I Natten","Dodo & the Dodos",59811,https://open.spotify.com/track/16pM9AtT4nRc7f7mjXCIS4
194,"Watermelon Sugar","Harry Styles",59795,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
195,"In My Mind",Dynoro,59617,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
196,"Jaloux (feat. ATYPISK)",Simsey,59598,https://open.spotify.com/track/6VW9gXYrQiTaWiR2Svql03
197,"For Evigt",Volbeat,58628,https://open.spotify.com/track/59fQzvSv0wPQorW2Bh0pns
198,"Body (feat. brando)","Loud Luxury",58602,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
199,"This City","Sam Fischer",58463,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
200,"Detaljen (feat. Fouli)",TopGunn,58411,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH
